Age,Gender,MaritalStatus,GSS_Office_Branch,GSS_Job_Role,Monthly_Base_Salary_PHP,Hourly_Base_Rate_PHP,PSA_Core_Inflation_Percent,NCR_Statutory_Wage_Floor_PHP,OverTime,JobInvolvement,StandardHours,JobSatisfaction,EnvironmentSatisfaction,RelationshipSatisfaction,WorkLifeBalance,TotalWorkingYears,YearsAtCompany,YearsInCurrentRole,YearsSinceLastPromotion,Attrition
46,Female,Married,Makati Corporate GSS Head Office (via Gil Puyat Ave),GSS Operations Director (Head),120000.0,862.07,4.4,780.0,false,3,80,1,3,1,3,28,26,15,15,false
46,Male,Single,Makati Corporate GSS Head Office (via Gil Puyat Ave),GSS Operations Director (Head),120000.0,862.07,4.4,780.0,false,4,80,1,4,2,1,27,26,0,0,false
50,Male,Married,Alabang Shared Services Data Center (via SLEX Southern Line),GSS Operations Director (Head),170000.0,862.07,4.4,780.0,false,2,80,3,2,2,3,28,27,10,15,false
60,Female,Married,BGC Regional Operations Hub (via EDSA/Kalayaan),GSS Operations Director (Head),175000.0,1149.43,4.4,780.0,false,3,80,1,1,4,1,33,29,8,11,false
51,Male,Divorced,BGC Regional Operations Hub (via EDSA/Kalayaan),GSS Operations Director (Head),200000.0,1149.43,4.4,780.0,true,3,80,2,4,1,2,31,29,10,11,false
50,Male,Divorced,Makati Corporate GSS Head Office (via Gil Puyat Ave),GSS Operations Director (Head),120000.0,862.07,4.4,780.0,false,3,80,1,1,4,3,31,31,6,14,false
50,Male,Married,Makati Corporate GSS Head Office (via Gil Puyat Ave),GSS Operations Director (Head),200000.0,1149.43,4.4,780.0,false,3,80,2,1,3,3,32,32,5,10,false
52,Female,Married,Makati Corporate GSS Head Office (via Gil Puyat Ave),GSS Operations Director (Head),250000.0,1149.43,4.4,780.0,false,1,80,4,1,4,3,33,32,14,6,true
52,Male,Married,Makati Corporate GSS Head Office (via Gil Puyat Ave),GSS Operations Director (Head),250000.0,1149.43,4.4,780.0,false,2,80,3,3,1,3,34,33,18,11,false
52,Male,Single,Makati Corporate GSS Head Office (via Gil Puyat Ave),GSS Operations Director (Head),250000.0,1149.43,4.4,780.0,true,2,80,3,1,4,4,33,33,7,15,false
51,Male,Divorced,Alabang Shared Services Data Center (via SLEX Southern Line),GSS Operations Director (Head),150000.0,862.07,4.4,780.0,true,3,80,2,3,2,3,33,33,9,0,false
52,Male,Married,Makati Corporate GSS Head Office (via Gil Puyat Ave),GSS Operations Director (Head),120000.0,862.07,4.4,780.0,false,2,80,1,3,1,4,34,34,6,1,false
55,Male,Single,Makati Corporate GSS Head Office (via Gil Puyat Ave),GSS Operations Director (Head),175000.0,1149.43,4.4,780.0,true,3,80,1,4,3,3,37,36,10,4,false
55,Male,Married,Alabang Shared Services Data Center (via SLEX Southern Line),GSS Operations Director (Head),250000.0,1149.43,4.4,780.0,false,2,80,4,3,3,3,36,36,6,2,false
34,Female,Divorced,BGC Regional Operations Hub (via EDSA/Kalayaan),Specialized Shared Services Analyst,48000.0,275.86,4.4,780.0,false,3,80,1,2,3,3,7,0,0,0,false
30,Female,Single,Makati Corporate GSS Head Office (via Gil Puyat Ave),Specialized Shared Services Analyst,65000.0,373.56,4.4,780.0,true,2,80,4,3,2,2,12,0,0,0,false
51,Male,Married,BGC Regional Operations Hub (via EDSA/Kalayaan),Specialized Shared Services Analyst,65000.0,373.56,4.4,780.0,false,2,80,3,2,3,3,10,1,0,0,false
35,Male,Married,Alabang Shared Services Data Center (via SLEX Southern Line),Specialized Shared Services Analyst,65000.0,373.56,4.4,780.0,true,2,80,3,2,1,3,8,1,0,0,true
38,Male,Married,Makati Corporate GSS Head Office (via Gil Puyat Ave),Specialized Shared Services Analyst,65000.0,373.56,4.4,780.0,false,3,80,3,4,2,3,14,1,0,0,false
37,Male,Divorced,BGC Regional Operations Hub (via EDSA/Kalayaan),Shared Services Team Lead,90000.0,517.24,4.4,780.0,false,3,80,3,1,2,3,17,1,0,0,true
46,Female,Married,BGC Regional Operations Hub (via EDSA/Kalayaan),Specialized Shared Services Analyst,65000.0,373.56,4.4,780.0,false,3,80,3,3,3,4,7,1,0,0,false
37,Male,Single,BGC Regional Operations Hub (via EDSA/Kalayaan),Specialized Shared Services Analyst,55000.0,316.09,4.4,780.0,true,3,80,2,3,4,2,18,1,0,0,false
38,Female,Single,Makati Corporate GSS Head Office (via Gil Puyat Ave),Shared Services Team Lead,90000.0,517.24,4.4,780.0,true,3,80,3,3,4,4,10,1,0,0,false
43,Female,Divorced,BGC Regional Operations Hub (via EDSA/Kalayaan),Specialized Shared Services Analyst,55000.0,316.09,4.4,780.0,false,3,80,2,1,3,4,4,1,0,0,false
40,Female,Married,BGC Regional Operations Hub (via EDSA/Kalayaan),Specialized Shared Services Analyst,48000.0,275.86,4.4,780.0,true,3,80,1,2,2,3,18,1,0,0,false
32,Male,Single,Alabang Shared Services Data Center (via SLEX Southern Line),Specialized Shared Services Analyst,65000.0,373.56,4.4,780.0,false,2,80,4,4,2,3,8,1,0,0,false
27,Male,Married,Makati Corporate GSS Head Office (via Gil Puyat Ave),Specialized Shared Services Analyst,48000.0,275.86,4.4,780.0,false,2,80,1,3,3,3,6,2,2,2,false
22,Male,Married,Makati Corporate GSS Head Office (via Gil Puyat Ave),Specialized Shared Services Analyst,65000.0,373.56,4.4,780.0,false,2,80,4,4,1,1,4,2,2,2,false
41,Female,Single,BGC Regional Operations Hub (via EDSA/Kalayaan),Specialized Shared Services Analyst,65000.0,373.56,4.4,780.0,false,3,80,3,4,2,3,8,2,2,2,false
35,Male,Single,Alabang Shared Services Data Center (via SLEX Southern Line),Shared Services Team Lead,90000.0,517.24,4.4,780.0,false,3,80,4,3,3,3,10,2,2,2,false
44,Male,Single,Makati Corporate GSS Head Office (via Gil Puyat Ave),Shared Services Team Lead,90000.0,517.24,4.4,780.0,true,3,80,3,2,2,2,16,2,2,2,false
39,Female,Single,BGC Regional Operations Hub (via EDSA/Kalayaan),Shared Services Team Lead,75000.0,431.03,4.4,780.0,false,3,80,2,2,4,3,9,2,0,2,false
36,Male,Divorced,BGC Regional Operations Hub (via EDSA/Kalayaan),Specialized Shared Services Analyst,55000.0,316.09,4.4,780.0,false,3,80,2,2,4,3,7,3,2,0,false
45,Male,Married,BGC Regional Operations Hub (via EDSA/Kalayaan),Specialized Shared Services Analyst,65000.0,373.56,4.4,780.0,false,4,80,3,1,4,3,9,3,2,0,false
29,Male,Divorced,Alabang Shared Services Data Center (via SLEX Southern Line),Specialized Shared Services Analyst,65000.0,373.56,4.4,780.0,false,3,80,4,4,2,4,8,3,2,1,false
36,Male,Divorced,BGC Regional Operations Hub (via EDSA/Kalayaan),Specialized Shared Services Analyst,55000.0,316.09,4.4,780.0,true,2,80,2,2,3,3,13,3,2,0,false
22,Female,Married,Makati Corporate GSS Head Office (via Gil Puyat Ave),Specialized Shared Services Analyst,65000.0,373.56,4.4,780.0,true,3,80,3,2,1,4,4,3,2,0,true
27,Female,Married,Makati Corporate GSS Head Office (via Gil Puyat Ave),Specialized Shared Services Analyst,65000.0,373.56,4.4,780.0,false,3,80,4,1,2,3,4,3,2,2,false
55,Male,Married,Makati Corporate GSS Head Office (via Gil Puyat Ave),Shared Services Team Lead,75000.0,431.03,4.4,780.0,false,3,80,2,4,2,3,23,3,2,1,false
34,Male,Single,Makati Corporate GSS Head Office (via Gil Puyat Ave),Specialized Shared Services Analyst,65000.0,373.56,4.4,780.0,false,3,80,3,4,4,2,5,3,2,0,false
45,Male,Married,Alabang Shared Services Data Center (via SLEX Southern Line),Shared Services Team Lead,90000.0,517.24,4.4,780.0,true,3,80,4,2,4,4,10,3,1,1,false
36,Female,Married,BGC Regional Operations Hub (via EDSA/Kalayaan),Specialized Shared Services Analyst,65000.0,373.56,4.4,780.0,true,3,80,3,3,2,3,7,3,2,1,false
36,Female,Married,Makati Corporate GSS Head Office (via Gil Puyat Ave),Specialized Shared Services Analyst,65000.0,373.56,4.4,780.0,false,2,80,3,4,3,3,4,3,2,1,false
53,Female,Married,Makati Corporate GSS Head Office (via Gil Puyat Ave),GSS Operations Director (Head),170000.0,862.07,4.4,780.0,true,2,80,3,1,4,2,27,3,2,0,false
35,Female,Married,Alabang Shared Services Data Center (via SLEX Southern Line),Specialized Shared Services Analyst,55000.0,316.09,4.4,780.0,true,2,80,2,4,4,3,4,3,2,0,false
24,Female,Divorced,BGC Regional Operations Hub (via EDSA/Kalayaan),Specialized Shared Services Analyst,65000.0,373.56,4.4,780.0,false,4,80,3,1,4,2,5,4,2,1,false
51,Male,Single,BGC Regional Operations Hub (via EDSA/Kalayaan),Shared Services Team Lead,90000.0,517.24,4.4,780.0,false,1,80,4,1,4,3,18,4,2,0,true
53,Female,Divorced,BGC Regional Operations Hub (via EDSA/Kalayaan),Specialized Shared Services Analyst,48000.0,275.86,4.4,780.0,false,4,80,1,4,3,3,5,4,2,1,false
25,Female,Married,Makati Corporate GSS Head Office (via Gil Puyat Ave),Specialized Shared Services Analyst,65000.0,373.56,4.4,780.0,false,3,80,3,1,4,3,5,4,2,1,false
51,Male,Divorced,Makati Corporate GSS Head Office (via Gil Puyat Ave),Specialized Shared Services Analyst,55000.0,316.09,4.4,780.0,false,1,80,2,4,4,3,13,4,1,1,false
42,Female,Married,Makati Corporate GSS Head Office (via Gil Puyat Ave),Specialized Shared Services Analyst,65000.0,373.56,4.4,780.0,true,2,80,4,4,4,3,8,4,3,0,false
24,Female,Divorced,Alabang Shared Services Data Center (via SLEX Southern Line),Specialized Shared Services Analyst,65000.0,373.56,4.4,780.0,false,2,80,3,4,2,3,5,4,2,3,false
31,Female,Married,Makati Corporate GSS Head Office (via Gil Puyat Ave),Specialized Shared Services Analyst,48000.0,275.86,4.4,780.0,false,3,80,1,3,3,3,4,4,3,0,false
37,Male,Married,Alabang Shared Services Data Center (via SLEX Southern Line),Specialized Shared Services Analyst,65000.0,373.56,4.4,780.0,false,3,80,3,3,1,2,9,4,3,0,false
40,Female,Single,Alabang Shared Services Data Center (via SLEX Southern Line),Shared Services Team Lead,90000.0,517.24,4.4,780.0,true,3,80,4,3,4,2,18,4,2,3,false
36,Female,Divorced,Makati Corporate GSS Head Office (via Gil Puyat Ave),Specialized Shared Services Analyst,55000.0,316.09,4.4,780.0,false,3,80,2,4,2,3,18,4,2,0,false
34,Male,Married,Makati Corporate GSS Head Office (via Gil Puyat Ave),Specialized Shared Services Analyst,55000.0,316.09,4.4,780.0,false,3,80,2,1,3,3,5,5,2,1,false
42,Female,Divorced,Alabang Shared Services Data Center (via SLEX Southern Line),Specialized Shared Services Analyst,65000.0,373.56,4.4,780.0,false,3,80,3,3,2,3,11,5,3,0,false
31,Male,Married,Makati Corporate GSS Head Office (via Gil Puyat Ave),Specialized Shared Services Analyst,65000.0,373.56,4.4,780.0,false,1,80,3,3,4,3,6,5,4,1,false
41,Male,Single,BGC Regional Operations Hub (via EDSA/Kalayaan),Specialized Shared Services Analyst,55000.0,316.09,4.4,780.0,true,2,80,2,4,4,3,8,5,4,1,false
52,Male,Married,Makati Corporate GSS Head Office (via Gil Puyat Ave),Shared Services Team Lead,90000.0,517.24,4.4,780.0,true,2,80,3,4,3,3,28,5,4,0,false
30,Female,Single,Makati Corporate GSS Head Office (via Gil Puyat Ave),Specialized Shared Services Analyst,65000.0,373.56,4.4,780.0,false,1,80,4,3,3,3,11,5,4,0,false
47,Female,Divorced,Makati Corporate GSS Head Office (via Gil Puyat Ave),Specialized Shared Services Analyst,65000.0,373.56,4.4,780.0,false,3,80,4,1,3,3,20,5,0,0,false
54,Female,Divorced,Alabang Shared Services Data Center (via SLEX Southern Line),Specialized Shared Services Analyst,48000.0,275.86,4.4,780.0,true,3,80,1,4,2,3,9,5,3,1,false
59,Female,Single,Makati Corporate GSS Head Office (via Gil Puyat Ave),GSS Operations Director (Head),170000.0,862.07,4.4,780.0,true,2,80,4,3,1,3,30,5,3,4,false
54,Female,Divorced,Makati Corporate GSS Head Office (via Gil Puyat Ave),Shared Services Team Lead,90000.0,517.24,4.4,780.0,false,3,80,3,4,1,1,33,5,4,1,false
51,Female,Single,BGC Regional Operations Hub (via EDSA/Kalayaan),GSS Operations Director (Head),150000.0,862.07,4.4,780.0,false,2,80,2,4,2,2,29,5,2,0,false
52,Female,Married,Alabang Shared Services Data Center (via SLEX Southern Line),GSS Operations Director (Head),170000.0,862.07,4.4,780.0,true,4,80,3,4,2,2,24,5,3,0,false
33,Male,Single,Alabang Shared Services Data Center (via SLEX Southern Line),Specialized Shared Services Analyst,55000.0,316.09,4.4,780.0,false,2,80,2,4,4,3,5,5,3,0,false
38,Male,Married,Makati Corporate GSS Head Office (via Gil Puyat Ave),Specialized Shared Services Analyst,55000.0,316.09,4.4,780.0,false,3,80,2,3,1,3,7,5,2,1,true
28,Female,Divorced,Alabang Shared Services Data Center (via SLEX Southern Line),Specialized Shared Services Analyst,48000.0,275.86,4.4,780.0,false,1,80,1,2,2,2,6,5,3,0,false
38,Female,Married,Makati Corporate GSS Head Office (via Gil Puyat Ave),Shared Services Team Lead,90000.0,517.24,4.4,780.0,true,2,80,3,4,4,4,10,5,4,0,false
39,Male,Married,BGC Regional Operations Hub (via EDSA/Kalayaan),Specialized Shared Services Analyst,55000.0,316.09,4.4,780.0,false,3,80,2,4,3,3,7,5,4,1,false
31,Female,Single,Alabang Shared Services Data Center (via SLEX Southern Line),Specialized Shared Services Analyst,65000.0,373.56,4.4,780.0,false,3,80,4,4,4,2,9,5,4,1,false
54,Female,Single,BGC Regional Operations Hub (via EDSA/Kalayaan),Specialized Shared Services Analyst,48000.0,275.86,4.4,780.0,true,3,80,1,3,4,3,9,5,2,1,false
36,Male,Single,BGC Regional Operations Hub (via EDSA/Kalayaan),Specialized Shared Services Analyst,55000.0,316.09,4.4,780.0,false,2,80,2,2,3,3,6,6,5,0,false
56,Male,Single,BGC Regional Operations Hub (via EDSA/Kalayaan),Shared Services Team Lead,90000.0,517.24,4.4,780.0,false,1,80,4,4,1,2,37,6,4,0,false
26,Female,Divorced,Makati Corporate GSS Head Office (via Gil Puyat Ave),Specialized Shared Services Analyst,55000.0,316.09,4.4,780.0,false,3,80,2,3,1,1,6,6,5,1,false
37,Male,Divorced,Alabang Shared Services Data Center (via SLEX Southern Line),Specialized Shared Services Analyst,65000.0,373.56,4.4,780.0,false,3,80,4,4,3,2,8,6,2,0,false
37,Female,Single,Makati Corporate GSS Head Office (via Gil Puyat Ave),Shared Services Team Lead,90000.0,517.24,4.4,780.0,false,3,80,4,2,4,4,12,6,5,1,false
37,Female,Married,Makati Corporate GSS Head Office (via Gil Puyat Ave),Specialized Shared Services Analyst,55000.0,316.09,4.4,780.0,false,3,80,2,2,2,2,8,6,5,4,false
30,Male,Married,Alabang Shared Services Data Center (via SLEX Southern Line),Specialized Shared Services Analyst,48000.0,275.86,4.4,780.0,false,3,80,1,3,3,2,7,6,2,0,false
46,Male,Divorced,Makati Corporate GSS Head Office (via Gil Puyat Ave),Specialized Shared Services Analyst,65000.0,373.56,4.4,780.0,false,3,80,4,4,3,2,12,6,3,1,false
27,Male,Married,Makati Corporate GSS Head Office (via Gil Puyat Ave),Specialized Shared Services Analyst,55000.0,316.09,4.4,780.0,true,4,80,2,2,2,3,6,6,2,0,false
37,Male,Divorced,Makati Corporate GSS Head Office (via Gil Puyat Ave),Specialized Shared Services Analyst,65000.0,373.56,4.4,780.0,false,2,80,3,1,3,4,7,7,5,0,false
38,Male,Married,Alabang Shared Services Data Center (via SLEX Southern Line),Specialized Shared Services Analyst,65000.0,373.56,4.4,780.0,false,3,80,4,4,1,1,9,7,7,1,false
49,Male,Divorced,Alabang Shared Services Data Center (via SLEX Southern Line),Specialized Shared Services Analyst,65000.0,373.56,4.4,780.0,true,3,80,4,4,1,3,7,7,7,1,false
35,Male,Divorced,Makati Corporate GSS Head Office (via Gil Puyat Ave),Shared Services Team Lead,75000.0,431.03,4.4,780.0,false,2,80,2,3,2,4,15,7,7,6,false
36,Female,Divorced,Makati Corporate GSS Head Office (via Gil Puyat Ave),Shared Services Team Lead,72000.0,413.79,4.4,780.0,true,1,80,1,3,3,3,17,7,7,7,false
39,Male,Married,BGC Regional Operations Hub (via EDSA/Kalayaan),Specialized Shared Services Analyst,48000.0,275.86,4.4,780.0,false,3,80,1,2,4,3,10,7,7,7,false
25,Male,Divorced,Makati Corporate GSS Head Office (via Gil Puyat Ave),Specialized Shared Services Analyst,65000.0,373.56,4.4,780.0,false,4,80,3,4,3,3,7,7,7,0,false
35,Male,Married,Alabang Shared Services Data Center (via SLEX Southern Line),Specialized Shared Services Analyst,65000.0,373.56,4.4,780.0,false,3,80,3,4,2,3,17,7,7,0,false
35,Male,Divorced,Makati Corporate GSS Head Office (via Gil Puyat Ave),Specialized Shared Services Analyst,65000.0,373.56,4.4,780.0,false,3,80,4,2,3,3,15,7,7,1,false
30,Female,Single,BGC Regional Operations Hub (via EDSA/Kalayaan),Shared Services Team Lead,90000.0,517.24,4.4,780.0,false,3,80,3,1,2,3,9,7,7,0,false
35,Male,Single,BGC Regional Operations Hub (via EDSA/Kalayaan),Shared Services Team Lead,90000.0,517.24,4.4,780.0,false,3,80,3,3,2,4,17,8,5,1,false
32,Female,Married,Makati Corporate GSS Head Office (via Gil Puyat Ave),Specialized Shared Services Analyst,48000.0,275.86,4.4,780.0,false,3,80,1,3,3,4,8,8,7,6,false
46,Male,Divorced,BGC Regional Operations Hub (via EDSA/Kalayaan),Shared Services Team Lead,90000.0,517.24,4.4,780.0,false,3,80,3,4,2,3,13,8,7,0,false
26,Male,Married,Makati Corporate GSS Head Office (via Gil Puyat Ave),Specialized Shared Services Analyst,65000.0,373.56,4.4,780.0,false,4,80,4,4,2,3,8,8,7,1,false
43,Female,Married,Alabang Shared Services Data Center (via SLEX Southern Line),Shared Services Team Lead,72000.0,413.79,4.4,780.0,false,3,80,1,3,3,3,18,8,7,0,false
30,Female,Single,BGC Regional Operations Hub (via EDSA/Kalayaan),Specialized Shared Services Analyst,65000.0,373.56,4.4,780.0,true,3,80,3,3,3,3,10,8,4,1,false
39,Male,Single,Alabang Shared Services Data Center (via SLEX Southern Line),Specialized Shared Services Analyst,65000.0,373.56,4.4,780.0,false,3,80,3,1,1,3,9,8,7,1,false
28,Male,Married,Alabang Shared Services Data Center (via SLEX Southern Line),Specialized Shared Services Analyst,55000.0,316.09,4.4,780.0,false,1,80,2,3,2,2,8,8,6,1,false
38,Male,Married,BGC Regional Operations Hub (via EDSA/Kalayaan),Specialized Shared Services Analyst,65000.0,373.56,4.4,780.0,false,2,80,3,1,4,3,10,8,3,7,false
38,Male,Single,Alabang Shared Services Data Center (via SLEX Southern Line),Shared Services Team Lead,90000.0,517.24,4.4,780.0,false,2,80,3,4,2,3,10,9,7,1,false
32,Male,Married,Makati Corporate GSS Head Office (via Gil Puyat Ave),Specialized Shared Services Analyst,65000.0,373.56,4.4,780.0,true,3,80,4,1,2,3,9,9,8,7,false
27,Female,Married,Makati Corporate GSS Head Office (via Gil Puyat Ave),Shared Services Team Lead,72000.0,413.79,4.4,780.0,false,3,80,1,3,4,3,9,9,7,0,false
27,Male,Divorced,BGC Regional Operations Hub (via EDSA/Kalayaan),Shared Services Team Lead,72000.0,413.79,4.4,780.0,false,3,80,1,4,3,2,9,9,7,1,false
36,Female,Married,Makati Corporate GSS Head Office (via Gil Puyat Ave),Specialized Shared Services Analyst,55000.0,316.09,4.4,780.0,false,3,80,2,3,1,3,10,9,7,0,false
42,Male,Married,Alabang Shared Services Data Center (via SLEX Southern Line),Specialized Shared Services Analyst,55000.0,316.09,4.4,780.0,false,3,80,2,2,4,2,10,9,8,7,false
52,Female,Married,Alabang Shared Services Data Center (via SLEX Southern Line),GSS Operations Director (Head),170000.0,862.07,4.4,780.0,false,2,80,4,3,3,3,31,9,8,0,false
28,Female,Divorced,Makati Corporate GSS Head Office (via Gil Puyat Ave),Shared Services Team Lead,75000.0,431.03,4.4,780.0,false,3,80,2,4,2,2,10,9,7,1,false
59,Male,Single,Alabang Shared Services Data Center (via SLEX Southern Line),Shared Services Team Lead,90000.0,517.24,4.4,780.0,false,3,80,4,4,4,2,25,9,7,5,false
34,Male,Divorced,BGC Regional Operations Hub (via EDSA/Kalayaan),Specialized Shared Services Analyst,65000.0,373.56,4.4,780.0,false,4,80,4,3,1,3,9,9,7,7,false
39,Female,Single,Makati Corporate GSS Head Office (via Gil Puyat Ave),Specialized Shared Services Analyst,65000.0,373.56,4.4,780.0,false,3,80,3,1,4,1,10,9,2,3,false
46,Male,Divorced,Makati Corporate GSS Head Office (via Gil Puyat Ave),Shared Services Team Lead,90000.0,517.24,4.4,780.0,false,3,80,4,4,3,2,12,9,8,4,false
45,Female,Married,Alabang Shared Services Data Center (via SLEX Southern Line),Specialized Shared Services Analyst,65000.0,373.56,4.4,780.0,false,2,80,4,2,4,2,10,9,8,3,false
31,Male,Single,Alabang Shared Services Data Center (via SLEX Southern Line),Specialized Shared Services Analyst,48000.0,275.86,4.4,780.0,false,3,80,1,2,2,3,10,9,4,1,false
29,Female,Divorced,Alabang Shared Services Data Center (via SLEX Southern Line),Shared Services Team Lead,72000.0,413.79,4.4,780.0,false,4,80,1,2,3,3,10,10,9,8,false
29,Male,Married,Makati Corporate GSS Head Office (via Gil Puyat Ave),Specialized Shared Services Analyst,65000.0,373.56,4.4,780.0,false,3,80,3,4,1,3,10,10,7,0,false
34,Male,Married,Makati Corporate GSS Head Office (via Gil Puyat Ave),Specialized Shared Services Analyst,65000.0,373.56,4.4,780.0,false,2,80,3,4,3,2,10,10,9,1,false
31,Female,Married,BGC Regional Operations Hub (via EDSA/Kalayaan),Shared Services Team Lead,90000.0,517.24,4.4,780.0,false,2,80,3,3,1,3,10,10,9,8,false
46,Female,Divorced,Alabang Shared Services Data Center (via SLEX Southern Line),Specialized Shared Services Analyst,65000.0,373.56,4.4,780.0,false,3,80,3,3,3,2,19,10,7,0,false
42,Male,Married,Alabang Shared Services Data Center (via SLEX Southern Line),Shared Services Team Lead,72000.0,413.79,4.4,780.0,true,3,80,1,4,4,2,10,10,9,5,false
